1,9588
1,4400
1,667
1,352
1,273
1,166
1,140
1,118
1,115
1,34
1,25
2,24
2,22
1,21
2,19
1,18
1,13
3,12
4,11
3,8
4,7
9,6
13,5
26,4
72,3
376,2
4643,1
