1,17926
1,5044
1,3200
1,491
1,369
1,356
1,257
1,197
1,62
1,59
2,46
1,44
1,37
1,34
1,32
1,30
1,28
1,25
1,23
1,19
1,16
5,15
2,14
5,13
4,12
5,11
3,10
8,9
6,8
13,7
32,6
34,5
69,4
198,3
737,2
6852,1
