1,14296
1,4172
1,608
1,559
1,416
1,254
1,235
1,112
1,61
1,44
1,36
1,32
1,31
1,30
1,26
2,19
2,18
2,16
2,15
1,13
1,12
4,11
5,10
1,9
10,8
8,7
15,6
30,5
77,4
397,3
855,2
8150,1
