1,6358
1,2811
1,234
1,166
1,148
1,118
2,111
1,76
1,65
1,30
1,25
1,24
1,18
1,15
1,12
1,10
5,9
4,8
7,7
10,6
6,5
22,4
59,3
390,2
3042,1
