year,month,day,hour,sumCount
2018,9,27,20,2154047
2019,9,3,19,1731212
2018,9,9,13,1894029
2018,9,5,22,1604539
2018,9,15,13,1786138
2019,9,3,17,1684006
2018,9,15,15,1810936
2019,9,3,16,1646388
2018,9,9,10,1740693
2019,9,3,21,1541219
2018,9,21,20,1843473
2018,9,25,15,1981974
2018,9,5,23,1584792
2019,9,30,23,1868870
2018,9,27,6,1637123
2018,9,22,8,1642978
2018,9,20,19,1907797
2019,9,1,4,1307350
2019,9,10,4,1097862
2019,9,30,21,1973198
2019,9,10,2,1094197
2018,9,20,18,2062972
2018,9,20,23,1562540
2019,9,1,5,1252049
2019,9,1,6,1335090
2019,9,10,5,1131033
2019,9,10,1,1091848
2019,9,10,6,1136181
2018,9,22,11,1706659
2018,9,27,8,1855325
2019,9,10,7,1264857
2018,9,17,20,1956946
2018,9,20,20,1836512
2018,9,20,22,1588662
2018,9,27,4,1483520
2018,9,27,7,1735072
2018,9,17,18,2062948
2019,9,10,3,1058645
2018,9,27,5,1576184
2018,9,17,22,1619451
2018,9,22,7,1670021
2018,9,22,10,1803981
2018,9,22,6,1632561
2019,9,1,7,1396163
2019,9,10,0,1098232
2019,9,1,1,1294166
2019,9,1,3,1281211
2019,9,1,2,1300615
2019,9,30,22,1960421
2018,9,17,21,1807659
2018,9,17,23,1632057
2018,9,22,9,1698841
2019,9,30,20,2229767
2018,9,17,19,2019842
2018,9,20,21,1677261
2018,9,27,3,1546804
2019,9,7,18,1625790
2019,9,19,20,1775477
2019,9,7,22,1327873
2018,9,11,20,1785078
2018,9,28,12,1820728
2019,9,7,19,1640080
2018,9,11,19,1838403
2019,9,7,20,1625056
2018,9,28,9,1700544
2019,9,6,16,1591610
2019,9,19,21,1569591
2018,9,30,4,1449323
2018,9,11,22,1482691
2018,9,30,0,1562392
2019,9,6,20,724749
2019,9,19,22,1477380
2018,9,28,7,1680409
2019,9,19,19,1660977
2018,9,28,11,1738922
2019,9,28,22,1805993
2019,9,28,23,1654621
2019,9,28,20,1992225
2019,9,7,21,1505581
2018,9,10,5,1428093
2019,9,6,19,1210353
2019,9,6,21,1010847
2018,9,30,2,1520154
2018,9,30,5,1652833
2019,9,6,22,927891
2018,9,10,0,1359671
2018,9,11,21,1613807
2019,9,6,18,880649
2018,9,28,10,1743250
2018,9,10,4,1352674
2018,9,11,23,1428472
2018,9,11,18,1882387
2018,9,28,8,1710535
2019,9,28,21,1921915
2019,9,6,23,1034769
2018,9,10,1,1363450
2018,9,30,3,1413459
2018,9,10,3,1362122
2018,9,10,2,1333978
2019,9,6,17,1401229
2018,9,30,1,1565801
2019,9,7,23,1187144
2019,9,19,23,1395109
2018,9,10,6,1451624
2018,9,22,0,1393613
2019,9,5,5,1188253
2019,9,11,20,1552053
2018,9,8,22,1738019
2019,9,15,23,1378372
2019,9,15,5,1377854
2018,9,8,21,1851359
2018,9,8,19,1950983
2018,9,22,3,1484577
2019,9,5,3,1136837
2019,9,11,22,1433322
2019,9,15,4,1216717
2019,9,14,4,1107989
2019,9,11,21,1418590
2018,9,22,2,1566256
2019,9,15,3,1198817
2019,9,15,22,1501175
2019,9,14,6,1269270
2018,9,22,1,1475912
2019,9,26,4,1344187
2019,9,14,5,1188724
2019,9,15,21,1664303
2018,9,22,5,1520190
2019,9,14,2,1082467
2019,9,26,2,1370460
2019,9,5,6,1271183
2019,9,5,2,1131294
2019,9,26,3,1293822
2019,9,15,1,1233798
2019,9,5,4,1128365
2019,9,5,1,1170595
2019,9,14,3,1144673
2019,9,14,0,1054848
2019,9,15,0,1214700
2019,9,15,19,1810404
2018,9,8,23,1653287
2019,9,11,23,1325081
2019,9,15,20,1736362
2018,9,8,20,1990623
2019,9,26,1,1390858
2018,9,22,4,1473047
2019,9,14,1,1040460
2019,9,11,19,1553654
2019,9,11,18,1497724
2019,9,15,2,1242742
2019,9,26,0,1339047
2019,9,5,0,1221699
2019,9,19,3,1353226
2018,9,8,3,1633750
2018,9,14,22,1656527
2019,9,27,21,1735995
2018,9,30,20,1909683
2019,9,21,20,1550044
2019,9,21,19,1757846
2018,9,17,3,1621139
2018,9,30,23,1548905
2019,9,19,2,1417505
2019,9,19,1,1335243
2018,9,30,21,1744700
2018,9,17,2,1758010
2019,9,17,1,1564075
2018,9,17,0,1459210
2018,9,22,20,1827402
2018,9,8,4,1593325
2018,9,8,2,1611865
2018,9,14,23,1608279
2018,9,8,1,1569837
2018,9,8,0,1578608
2018,9,14,21,1747122
2018,9,22,19,1847484
2018,9,14,19,1889127
2019,9,19,0,1374174
2019,9,21,21,1344083
2019,9,27,20,1869823
2018,9,17,4,1584306
2019,9,17,3,1536466
2019,9,19,4,1330690
2019,9,21,23,1184623
2019,9,17,0,1588898
2018,9,14,20,1913649
2018,9,30,19,2079476
2018,9,22,23,1667918
2019,9,17,2,1530365
2019,9,27,23,1190280
2018,9,17,1,1541877
2018,9,22,22,1623297
2019,9,21,22,1191642
2018,9,22,21,1772238
2018,9,30,22,1578684
2019,9,27,22,1569396
2019,9,12,19,1607724
2018,9,26,21,1713046
2018,9,26,20,1935517
2018,9,10,21,1738755
2018,9,4,22,1540611
2018,9,28,23,1640508
2019,9,8,21,1397067
2019,9,27,3,1284742
2018,9,23,22,1686633
2018,9,13,0,1486412
2019,9,8,20,1520113
2019,9,12,20,1580068
2018,9,26,23,1580099
2018,9,19,23,1683361
2018,9,4,23,1640741
2018,9,13,3,1518598
2018,9,23,20,2124248
2019,9,12,21,1417363
2019,9,27,0,1280196
2019,9,26,21,1543927
2019,9,26,23,1251010
2018,9,19,20,2118650
2018,9,23,21,2002476
2018,9,10,23,1557555
2018,9,10,22,1516556
2018,9,19,21,1917386
2019,9,8,23,909283
2019,9,8,22,1103964
2019,9,8,19,1553487
2018,9,28,20,2164449
2018,9,19,22,1673861
2019,9,27,2,1277686
2019,9,27,1,1267777
2018,9,28,21,1760515
2019,9,12,23,1223596
2019,9,26,20,1665212
2018,9,13,4,1574321
2019,9,12,22,1238960
2019,9,26,22,1383132
2018,9,13,1,1472098
2018,9,4,20,1850808
2018,9,26,22,1656778
2018,9,28,22,1604819
2018,9,13,2,1499378
2018,9,23,23,1555850
2018,9,4,21,1674471
2018,9,10,20,1867946
2018,9,20,1,1594612
2018,9,20,0,1565454
2019,9,13,22,1138618
2018,9,13,20,1785000
2018,9,12,23,1687924
2018,9,24,23,1701562
2018,9,7,1,1445871
2019,9,30,4,1104493
2019,9,29,23,1138001
2018,9,7,0,1540037
2018,9,12,22,1642657
2018,9,4,1,1406869
2018,9,12,21,1850105
2018,9,11,3,1394253
2018,9,11,1,1432227
2019,9,9,1,1087745
2018,9,4,2,1519432
2018,9,11,2,1396650
2018,9,11,0,1413690
2018,9,13,21,1744664
2019,9,29,22,1347185
2019,9,13,20,1440900
2019,9,29,21,1538923
2019,9,30,3,1093895
2018,9,24,22,1690472
2018,9,13,23,1415058
2018,9,24,21,1815684
2019,9,30,2,1133839
2018,9,7,2,1361778
2018,9,20,2,1591537
2018,9,27,2,1571414
2018,9,4,3,1706589
2019,9,29,20,1604517
2018,9,27,1,1557639
2019,9,9,2,1018119
2019,9,13,21,1317730
2018,9,6,23,1616392
2018,9,4,0,1419548
2018,9,13,22,1455283
2019,9,9,3,1008427
2018,9,6,21,1760125
2019,9,30,1,1167769
2019,9,9,4,982561
2018,9,27,0,1557242
2018,9,6,22,1582977
2018,9,20,3,1525054
2018,9,7,3,1329821
2019,9,30,0,1196483
2019,9,13,23,995730
2019,9,9,0,1072732
2018,9,5,1,1501197
2019,9,14,23,1203039
2018,9,16,23,1532005
2018,9,15,1,1551944
2019,9,12,0,1233870
2018,9,21,21,1705802
2019,9,9,23,1118420
2019,9,22,2,1087043
2018,9,16,22,1550597
2018,9,21,22,1522556
2019,9,12,1,1151051
2018,9,29,1,1677153
2019,9,16,0,1427125
2019,9,22,0,1066729
2018,9,14,0,1402382
2019,9,20,1,1472868
2018,9,15,0,1546045
2019,9,14,22,1330926
2018,9,14,2,1345164
2018,9,29,22,1664570
2018,9,3,23,1468198
2019,9,16,23,1458752
2018,9,5,2,1488594
2019,9,16,22,1588145
2019,9,18,23,1366977
2018,9,3,22,1479756
2019,9,16,1,1437531
2018,9,3,21,1602347
2018,9,5,0,1503349
2018,9,16,21,1746634
2018,9,9,1,1498197
2018,9,29,23,1631191
2019,9,14,21,1491066
2018,9,29,0,1643350
2019,9,18,22,1474710
2019,9,9,21,1321122
2018,9,14,1,1363481
2018,9,25,2,1333317
2019,9,20,0,1448209
2019,9,25,22,1269126
2019,9,22,1,1084263
2018,9,25,0,1672895
2018,9,9,0,1533876
2019,9,12,2,1156505
2019,9,25,23,1195081
2018,9,25,1,1527914
2019,9,9,22,1220960
2018,9,21,23,1558950
2019,9,25,21,1463503
2018,9,7,23,1668532
2019,9,5,23,1206731
2019,9,5,22,1275002
2019,9,23,0,1816515
2018,9,9,23,1376952
2019,9,8,0,1117937
2018,9,23,0,1602791
2019,9,13,1,1148443
2018,9,27,23,1756055
2019,9,3,0,1379078
2019,9,3,23,1321048
2019,9,28,1,1044493
2019,9,1,0,1382736
2018,9,12,0,1398815
2018,9,24,0,1547985
2019,9,18,0,1437236
2018,9,18,0,1680658
2019,9,7,0,956657
2019,9,20,23,1291019
2019,9,3,22,1388072
2018,9,15,23,1541669
2018,9,21,0,1491194
2019,9,28,0,1108680
2019,9,10,23,1145305
2018,9,6,0,1566399
2019,9,24,23,1292922
2019,9,4,22,1349445
2019,9,4,23,1261044
2019,9,29,0,1602877
2018,9,26,0,1657392
2019,9,13,0,1308118
2019,9,7,1,771421
