_c0,_c1
1541340000,1968127
1541343600,1988471
1541347200,1982595
1541350800,1918219
1541354400,1933805
1541358000,1960373
1541361600,2128871
1541365200,2003450
1541368800,1820808
1541372400,1714122
1541376000,1849118
1541379600,1703663
1541383200,1786373
1541386800,1802118
1541390400,1699311
1541394000,1682851
1541397600,1800505
1541401200,1745868
1541404800,1860696
1541408400,2041556
1541412000,2089204
1541415600,1934859
1541419200,1886371
1541422800,2018645
1541426400,2214451
1541430000,2082408
1541433600,2068105
1541437200,2015795
1541440800,2045663
1541444400,2132996
1541448000,2105499
1541451600,2063849
1541455200,1959985
1541458800,1799735
1541462400,1755649
1541466000,1681217
1541469600,1650205
1541473200,1448789
1541476800,1520201
1541480400,1634129
1541484000,1753712
1541487600,1846768
1541491200,1902363
1541494800,1833031
1541498400,1973341
1541502000,2029144
1541505600,2058102
1541509200,2106101
1541512800,2167502
1541516400,2227585
1541520000,2150592
1541523600,2150245
1541527200,2151766
1541530800,2255172
1541534400,2155473
1541538000,2187548
1541541600,2109544
1541545200,1927809
1541548800,1843393
1541552400,1740231
1541556000,1711331
1541559600,1787353
1541563200,1699018
1541566800,1757316
1541570400,1778522
1541574000,1821846
1541577600,1926417
1541581200,2024552
1541584800,1961800
1541588400,1946302
1541592000,1914054
1541595600,2076554
1541599200,2095164
1541602800,2132016
1541606400,2077934
1541610000,2047745
1541613600,2134146
1541617200,2284687
1541620800,2265628
1541624400,2046254
1541628000,1879888
1541631600,1717424
1541635200,1906235
1541638800,1792058
1541642400,1716654
1541646000,1624950
1541649600,1602225
1541653200,1746344
1541656800,1755207
1541660400,1856077
1541664000,1939812
1541667600,2038068
1541671200,1982338
1541674800,1953530
1541678400,1962066
1541682000,2073723
1541685600,2027775
1541689200,1971201
1541692800,1978185
1541696400,2025307
1541700000,2003251
1541703600,1948042
1541707200,1997970
1541710800,1929765
1541714400,1833747
1541718000,1593294
1541721600,1717962
1541725200,1633727
1541728800,1691827
1541732400,1654398
1541736000,1551039
1541739600,1593160
1541743200,1704969
1541746800,1804784
1541750400,1800961
1541754000,1846697
1541757600,1902384
1541761200,1961727
1541764800,1804744
1541768400,1855942
1541772000,2020726
1541775600,1995680
1541779200,2102126
1541782800,2154903
1541786400,2028559
1541790000,2066512
1541793600,2035320
1541797200,2020198
1541800800,1853474
1541804400,1701764
1541808000,1788208
1541811600,1688472
1541815200,1669173
1541818800,1856849
1541822400,1840551
1541826000,1914134
1541829600,1888650
1541833200,1870010
1541836800,1872811
1541840400,2008827
1541844000,1989502
1541847600,1979596
1541851200,1881944
1541854800,2047968
1541858400,2080940
1541862000,2069774
1541865600,2126677
1541869200,2069619
1541872800,2073793
1541876400,1962452
1541880000,2002466
1541883600,1921215
1541887200,1835527
1541890800,1768999
1541894400,1784485
1541898000,1830082
1541901600,1781541
1541905200,1800339
1541908800,1822816
1541912400,1798123
1541916000,1925793
1541919600,2046186
1541923200,1890964
1541926800,1970812
1541930400,2106367
1541934000,2257341
1541937600,2059814
1541941200,2004488
1541944800,1969877
1541948400,1937309
1541952000,2001266
1541955600,1971730
1541959200,1943753
1541962800,2026941
1541966400,2083690
1541970000,1950914
1541973600,1813520
1541977200,1657385
1541980800,1672852
1541984400,1688205
1541988000,1671900
1541991600,1624204
1541995200,1674722
1541998800,1664834
1542002400,1778935
1542006000,1776160
1542009600,1914459
1542013200,1919855
1542016800,1905131
1542020400,2074088
1542024000,2058452
1542027600,2125796
1542031200,2167625
1542034800,2262949
1542038400,2362459
1542042000,2088673
1542045600,2011130
1542049200,2072881
1542052800,2077554
1542056400,1984554
1542060000,1835677
1542063600,1786718
1542067200,1818698
1542070800,1769003
1542074400,1809296
1542078000,1786116
1542081600,1769647
1542085200,1680767
1542088800,1715852
1542092400,1720471
1542096000,1837558
1542099600,1935984
1542103200,2000762
1542106800,2004654
1542110400,1945571
1542114000,1997114
1542117600,2068562
1542121200,2034304
1542124800,2041673
1542128400,2100807
1542132000,2087773
1542135600,2223307
1542139200,2220446
1542142800,2116026
1542146400,1978450
1542150000,1966699
1542153600,1973889
1542157200,1984790
1542160800,1836692
1542164400,1809969
1542168000,1731064
1542171600,1787960
1542175200,1869207
1542178800,1939954
1542182400,1943752
1542186000,1950980
1542189600,2007586
1542193200,2068885
1542196800,2072029
1542200400,2083848
1542204000,2114421
1542207600,2189240
1542211200,2132416
1542214800,2074867
1542218400,2139335
1542222000,2074879
1542225600,2153889
1542229200,2007456
1542232800,1868371
1542236400,1756487
1542240000,1796107
1542243600,1776579
1542247200,1738078
1542250800,1741957
1542254400,1757246
1542258000,1732080
1542261600,1771951
1542265200,1752317
1542268800,1868581
1542272400,1903676
1542276000,2001839
1542279600,1945380
1542283200,1934289
1542286800,2071376
1542290400,2046892
1542294000,2033233
1542297600,2086838
1542301200,2087602
1542304800,2161155
1542308400,2004984
1542312000,1987074
1542315600,1885841
1542319200,1786362
1542322800,1723863
1542326400,1649040
1542330000,1607300
1542333600,1724411
1542337200,1736930
1542340800,1692574
1542344400,1607170
1542348000,1608863
1542351600,1707724
1542355200,1763021
1542358800,1828112
1542362400,1853765
1542366000,1886926
1542369600,1838724
1542373200,1803595
1542376800,1893517
1542380400,1906425
1542384000,1945725
1542387600,1899449
1542391200,1862501
1542394800,1812368
1542398400,1848596
1542402000,1796155
1542405600,1685259
1542409200,1531601
1542412800,1413766
1542416400,1379358
1542420000,1428699
1542423600,1484899
1542427200,1495815
1542430800,1543358
1542434400,1690413
1542438000,1742315
1542441600,1851432
1542445200,1888517
1542448800,2002902
1542452400,2054331
1542456000,1872449
1542459600,1817640
1542463200,1912029
1542466800,1909518
1542470400,1837150
1542474000,1847153
1542477600,1920176
1542481200,2033005
1542484800,1958675
1542488400,1796801
1542492000,1756288
1542495600,1651790
1542499200,1680097
1542502800,1790855
1542506400,1707291
1542510000,1730990
1542513600,1715480
1542517200,1530114
1542520800,1658852
1542524400,1693781
1542528000,1884952
1542531600,1865486
1542535200,1833538
1542538800,1887744
1542542400,1793985
1542546000,1888047
1542549600,1952352
1542553200,1909387
1542556800,1813282
1542560400,1805041
1542564000,1855438
1542567600,1817028
1542571200,1933797
1542574800,1802104
1542578400,1647258
1542582000,1544426
1542585600,1643314
1542589200,1544034
1542592800,1505923
1542596400,1428839
1542600000,1523500
1542603600,1473976
1542607200,1508845
1542610800,1706152
1542614400,1650159
1542618000,1917981
1542621600,1944787
1542625200,1940890
1542628800,1999796
1542632400,1998544
1542636000,1885821
1542639600,2025778
1542643200,1943619
1542646800,1911609
1542650400,1918555
1542654000,2015970
1542657600,1980616
1542661200,1986470
1542664800,1782193
1542668400,1691791
1542672000,1530724
1542675600,1568609
1542679200,1640565
1542682800,1592305
1542686400,1539112
1542690000,1671141
1542693600,1662382
1542697200,1750142
1542700800,2056661
1542704400,1878361
1542708000,1755744
1542711600,1853822
1542715200,1803405
1542718800,1960578
1542722400,1989418
1542726000,1936289
1542729600,1920313
1542733200,2012518
1542736800,1979281
1542740400,2119910
1542744000,1997442
1542747600,1921137
1542751200,1819993
1542754800,1605518
1542758400,1625341
1542762000,1638934
1542765600,1449170
1542769200,1371152
1542772800,1367471
1542776400,1468851
1542780000,1458039
1542783600,1621134
1542787200,1645497
1542790800,1704030
1542794400,1738591
1542798000,1766114
1542801600,1839477
1542805200,1879025
1542808800,1830573
1542812400,1801838
1542816000,1835314
1542819600,1811618
1542823200,1867144
1542826800,1795127
1542830400,1818612
1542834000,1770132
1542837600,1600997
1542841200,1476587
1542844800,1450191
1542848400,1506777
1542852000,1380942
1542855600,1367150
1542859200,1452702
1542862800,1413819
1542866400,1451235
1542870000,1608825
1542873600,1693265
1542877200,1620700
1542880800,1681192
1542884400,1657916
1542888000,1759078
1542891600,1756070
1542895200,1761412
1542898800,1791901
1542902400,1821827
1542906000,1854419
1542909600,1919384
1542913200,1823445
1542916800,1810546
1542920400,1798624
1542924000,1725782
1542927600,1550897
1542931200,1541208
1542934800,1483693
1542938400,1568814
1542942000,1438910
1542945600,1441114
1542949200,1550625
1542952800,1529925
1542956400,1600402
1542960000,1610207
1542963600,1680867
1542967200,1716236
1542970800,1787893
1542974400,1710958
1542978000,1725177
1542981600,1693881
1542985200,1761410
1542988800,1859437
1542992400,1822528
1542996000,1755288
1542999600,1743509
1543003200,1760226
1543006800,1702278
1543010400,1605169
1543014000,1472699
1543017600,1501195
1543021200,1465408
1543024800,1449408
1543028400,1460528
1543032000,1435161
1543035600,1524313
1543039200,1516486
1543042800,1552285
1543046400,1575664
1543050000,1673077
1543053600,1729266
1543057200,1765612
1543060800,1734314
1543064400,1775029
1543068000,1831118
1543071600,1815148
1543075200,1759782
1543078800,1866374
1543082400,1802812
1543086000,1806650
1543089600,1844552
1543093200,1849767
1543096800,1685512
1543100400,1583602
1543104000,1527251
1543107600,1433255
1543111200,1425812
1543114800,1360284
1543118400,1344402
1543122000,1376902
1543125600,1403344
1543129200,1491679
1543132800,1572705
1543136400,1702678
1543140000,1847724
1543143600,1810371
1543147200,1759748
1543150800,1855185
1543154400,1903771
1543158000,1937615
1543161600,1898523
1543165200,1970357
1543168800,1993622
1543172400,1999618
1543176000,1972189
1543179600,1915248
1543183200,1807850
1543186800,1555957
1543190400,1630976
1543194000,1600152
1543197600,1562424
1543201200,1573601
1543204800,1542527
1543208400,1539001
1543212000,1466777
1543215600,1571289
1543219200,1654094
1543222800,1724959
1543226400,1865077
1543230000,1846210
1543233600,1945020
1543237200,2024772
1543240800,2044237
1543244400,2025464
1543248000,1990278
1543251600,1992337
1543255200,1984256
1543258800,1931984
1543262400,1976504
1543266000,1854085
1543269600,1831595
1543273200,1615329
1543276800,1588424
1543280400,1587468
1543284000,1499104
1543287600,1572891
1543291200,1437485
1543294800,1533420
1543298400,1570207
1543302000,1589078
1543305600,1637104
1543309200,1659604
1543312800,1706918
1543316400,1789736
1543320000,1722049
1543323600,1843247
1543327200,1904086
1543330800,1954657
1543334400,1949114
1543338000,2017893
1543341600,2002279
1543345200,2052399
1543348800,1916532
1543352400,1881177
1543356000,1701659
1543359600,1604415
1543363200,1629380
1543366800,1553924
1543370400,1530498
1543374000,1465402
1543377600,1407189
1543381200,1635523
1543384800,1669379
1543388400,1784415
1543392000,1803521
1543395600,1936384
1543399200,1973181
1543402800,2064940
1543406400,1959179
1543410000,2009670
1543413600,2181128
1543417200,2121810
1543420800,2179136
1543424400,2113763
1543428000,2132420
1543431600,2063870
1543435200,1986932
1543438800,1925794
1543442400,1853491
1543446000,1754709
1543449600,1715899
1543453200,1719257
1543456800,1729457
1543460400,1684354
1543464000,1624022
1543467600,1805392
1543471200,1739583
1543474800,1823822
1543478400,1984689
1543482000,2033286
1543485600,2083832
1543489200,2127945
1543492800,2041956
1543496400,2074554
1543500000,2094101
1543503600,1987241
1543507200,1945615
1543510800,1976432
1543514400,1922099
1543518000,1889848
1543521600,1982133
1543525200,1885424
1543528800,1800748
1543532400,1603528
1543536000,1553834
1543539600,1596135
1543543200,1627524
1543546800,1540394
1543550400,1520253
1543554000,1539904
1543557600,1601476
1543561200,1682706
1543564800,1818112
1543568400,1660717
1543572000,1748929
1543575600,1750417
1543579200,1854406
1543582800,1841085
1543586400,1868879
1543590000,1957337
1543593600,1956237
1543597200,1979258
1543600800,1975190
1543604400,2033030
1543608000,2046331
1543611600,1880067
1543615200,1796494
1543618800,1591800
1564617600,1138658
1564621200,1099415
1564624800,1114422
1564628400,1069834
1564632000,1147926
1564635600,1163927
1564639200,1213473
1564642800,1255764
1564646400,1324154
1564650000,1381166
1564653600,1419124
1564657200,1438931
1564660800,1456305
1564664400,1473659
1564668000,1480631
1564671600,1455970
1564675200,1450288
1564678800,1443374
1564682400,1495515
1564686000,1635311
1564689600,1620497
1564693200,1492859
1564696800,1330171
1564700400,1259962
1564704000,1308200
1564707600,1250232
1564711200,1246153
1564714800,1235909
1564718400,1180659
1564722000,1194822
1564725600,1283632
1564729200,1349070
1564732800,1342566
1564736400,1448472
1564740000,1439584
1564743600,1467222
1564747200,1483751
1564750800,1550727
1564754400,1566602
1564758000,1527945
1564761600,1503403
1564765200,1463321
1564768800,1455880
1564772400,1481734
1564776000,1521159
1564779600,1346107
1564783200,1217489
1564786800,1075196
1564790400,1097413
1564794000,1070961
1564797600,1136901
1564801200,1132970
1564804800,1154642
1564808400,1229390
1564812000,1321133
1564815600,1379477
1564819200,1392912
1564822800,1385416
1564826400,1478015
1564830000,1564478
1564833600,1638126
1564837200,1676198
1564840800,1662638
1564844400,1702408
1564848000,1672164
1564851600,1681983
1564855200,1714085
1564858800,1798481
1564862400,1689419
1564866000,1614378
1564869600,1443324
1564873200,1398542
1564876800,1355755
1564880400,1280879
1564884000,1248571
1564887600,1263152
1564891200,1282520
1564894800,1296567
1564898400,1322417
1564902000,1441019
1564905600,1513068
1564909200,1544189
1564912800,1620329
1564916400,1644073
1564920000,1681995
1564923600,1838712
1564927200,1855081
1564930800,1783729
1564934400,1751212
1564938000,1740419
1564941600,1804334
1564945200,1813620
1564948800,1937522
1564952400,1768502
1564956000,1544286
1564959600,1424647
1564963200,1358484
1564966800,1357889
1564970400,1372807
1564974000,1292784
1564977600,1300214
1564981200,1335337
1564984800,1377555
1564988400,1463273
1564992000,1463719
1564995600,1519866
1564999200,1601622
1565002800,1642127
1565006400,1716517
1565010000,1664269
1565013600,1736032
1565017200,1685550
1565020800,1707438
1565024400,1671492
1565028000,1718220
1565031600,1723880
1565035200,1766676
1565038800,1669184
1565042400,1495553
1565046000,1389397
1565049600,1392957
1565053200,1339377
1565056800,1302232
1565060400,1274538
1565064000,1265038
1565067600,1321153
1565071200,1402738
1565074800,1335707
1565078400,1476089
1565082000,1472479
1565085600,1520975
1565089200,1628745
1565092800,1703064
1565096400,1706133
1565100000,1890691
1565103600,1794667
1565107200,1808847
1565110800,1788558
1565114400,1866910
1565118000,1885150
1565121600,1804846
1565125200,1744551
1565128800,1482246
1565132400,1376711
1565136000,1338401
1565139600,1378133
1565143200,1398013
1565146800,1350388
1565150400,1263141
1565154000,1319695
1565157600,1355338
1565161200,1494515
1565164800,1558737
1565168400,1578149
1565172000,1617124
1565175600,1602711
1565179200,1667111
1565182800,1717042
1565186400,1713124
1565190000,1680595
1565193600,1652916
1565197200,1674573
1565200800,1714855
1565204400,1814217
1565208000,1721235
1565211600,1571396
1565215200,1452856
1565218800,1315074
1565222400,1206011
1565226000,1195243
1565229600,1189511
1565233200,1151417
1565236800,1150223
1565240400,1168982
1565244000,1305074
1565247600,1401749
1565251200,1430396
1565254800,1538280
1565258400,1523994
1565262000,1582970
1565265600,1635070
1565269200,1657021
1565272800,1634832
1565276400,1590666
1565280000,1590122
1565283600,1588492
1565287200,1629130
1565290800,1704704
1565294400,1653501
1565298000,1554110
1565301600,1341176
1565305200,1262867
1565308800,1290859
1565312400,1261615
1565316000,1290917
1565319600,1327464
1565323200,1263585
1565326800,1360440
1565330400,1387400
1565334000,1472585
1565337600,1479357
1565341200,1540599
1565344800,1522890
1565348400,1573089
1565352000,1665703
1565355600,1718865
1565359200,1687267
1565362800,1623691
1565366400,1564649
1565370000,1566200
1565373600,1587562
1565377200,1613489
1565380800,1646543
1565384400,1526370
1565388000,1391020
1565391600,1299796
1565395200,1249658
1565398800,1245883
1565402400,1232105
1565406000,1185854
1565409600,1183944
1565413200,1270896
1565416800,1322262
1565420400,1454420
1565424000,1444324
1565427600,1398748
1565431200,1433670
1565434800,1466062
1565438400,1454242
1565442000,1506206
1565445600,1545283
1565449200,1463346
1565452800,1472060
1565456400,1448224
1565460000,1445250
1565463600,1463778
1565467200,1449468
1565470800,1455290
1565474400,1315858
1565478000,1137426
1565481600,1076516
1565485200,1020530
1565488800,988594
1565492400,1013472
1565496000,1066626
1565499600,1184509
1565503200,1242150
1565506800,1347823
1565510400,1331099
1565514000,1380308
1565517600,1458887
1565521200,1448132
1565524800,1516934
1565528400,1560126
1565532000,1585431
1565535600,1544856
1565539200,1586721
1565542800,1693915
1565546400,1666684
1565550000,1617174
1565553600,1553864
1565557200,1401059
1565560800,1289333
1565564400,1156644
1565568000,1101169
1565571600,1116417
1565575200,1173323
1565578800,1135920
1565582400,1138396
1565586000,1164783
1565589600,1200193
1565593200,1299984
1565596800,1342900
1565600400,1407704
1565604000,1413036
1565607600,1416232
1565611200,1516448
1565614800,1580050
1565618400,1535353
1565622000,1468740
1565625600,1466548
1565629200,1448048
1565632800,1490353
1565636400,1563295
1565640000,1557834
1565643600,1416026
1565647200,1194056
1565650800,1153167
1565654400,1087678
1565658000,1141687
1565661600,1123761
1565665200,1095918
1565668800,1142655
1565672400,1214487
1565676000,1303195
1565679600,1294314
1565683200,1408382
1565686800,1452940
1565690400,1391609
1565694000,1470141
1565697600,1585514
1565701200,1599544
1565704800,1552889
1565708400,1571742
1565712000,1511486
1565715600,1534858
1565719200,1597813
1565722800,1607871
1565726400,1595369
1565730000,1430767
1565733600,1276837
1565737200,1163238
1565740800,1189045
1565744400,1210231
1565748000,1168156
1565751600,1160345
1565755200,1153855
1565758800,1142427
1565762400,1264325
1565766000,1270903
1565769600,1329364
1565773200,1329545
1565776800,1354639
1565780400,1346333
1565784000,1435145
1565787600,1506368
1565791200,1512710
1565794800,1460449
1565798400,1474451
1565802000,1498617
1565805600,1492496
1565809200,1559871
1565812800,1515197
1565816400,1372469
1565820000,1207391
1565823600,1079887
1565827200,1062259
1565830800,1107432
1565834400,1075137
1565838000,1059716
1565841600,1024531
1565845200,1053449
1565848800,1150955
1565852400,1272358
1565856000,1277284
1565859600,1340131
1565863200,1371696
1565866800,1378772
1565870400,1508078
1565874000,1536364
1565877600,1528767
1565881200,1515902
1565884800,1483787
1565888400,1492014
1565892000,1459703
1565895600,1542920
1565899200,1536060
1565902800,1395244
1565906400,1195951
1565910000,1130240
1565913600,1068077
1565917200,1041249
1565920800,1084061
1565924400,1035974
1565928000,1056894
1565931600,1053785
1565935200,1118016
1565938800,1177380
1565942400,1205204
1565946000,1247924
1565949600,1308896
1565953200,1340962
1565956800,1386857
1565960400,1401540
1565964000,1414906
1565967600,1436026
1565971200,1483202
1565974800,1481853
1565978400,1475540
1565982000,1523666
1565985600,1516659
1565989200,1470520
1565992800,1298046
1565996400,1179297
1566000000,1136600
1566003600,1068474
1566007200,1156411
1566010800,1187922
1566014400,1178156
1566018000,1217493
1566021600,1298180
1566025200,1394709
1566028800,1461427
1566032400,1464778
1566036000,1510324
1566039600,1486395
1566043200,1569083
1566046800,1621497
1566050400,1629541
1566054000,1582253
1566057600,1613206
1566061200,1675953
1566064800,1694759
1566068400,1705208
1566072000,1660704
1566075600,1513909
1566079200,1343780
1566082800,1264674
1566086400,1238739
1566090000,1203955
1566093600,1133089
1566097200,1115772
1566100800,1166920
1566104400,1201420
1566108000,1257306
1566111600,1323333
1566115200,1409286
1566118800,1425268
1566122400,1436330
1566126000,1454909
1566129600,1487886
1566133200,1554259
1566136800,1563821
1566140400,1578482
1566144000,1531715
1566147600,1549825
1566151200,1524324
1566154800,1621739
1566158400,1616849
1566162000,1520700
1566165600,1338812
1566169200,1238880
1566172800,1276087
1566176400,1280938
1566180000,1211536
1566183600,1203258
1566187200,1246910
1566190800,1253915
1566194400,1274743
1566198000,1342706
1566201600,1442629
1566205200,1463788
1566208800,1565280
1566212400,1559132
1566216000,1560881
1566219600,1632763
1566223200,1604957
1566226800,1566802
1566230400,1513221
1566234000,1500295
1566237600,1548522
1566241200,1577582
1566244800,1581441
1566248400,1462064
1566252000,1319202
1566255600,1244033
1566259200,1275147
1566262800,1256592
1566266400,1223551
1566270000,1183194
1566273600,1172046
1566277200,1201554
1566280800,1273128
1566284400,1246699
1566288000,1337741
1566291600,1350575
1566295200,1401940
1566298800,1425190
1566302400,1533018
1566306000,1587026
1566309600,1694841
1566313200,1684190
1566316800,1681792
1566320400,1637927
1566324000,1690014
1566327600,1732392
1566331200,1745892
1566334800,1540341
1566338400,1408174
1566342000,1288817
1566345600,1242152
1566349200,1246451
1566352800,1230442
1566356400,1219672
1566360000,1170821
1566363600,1210791
1566367200,1303734
1566370800,1404849
1566374400,1413987
1566378000,1442892
1566381600,1467389
1566385200,1462351
1566388800,1510897
1566392400,1547935
1566396000,1626024
1566399600,1603939
1566403200,1560068
1566406800,1640517
1566410400,1689696
1566414000,1797690
1566417600,1786637
1566421200,1684147
1566424800,1565935
1566428400,1595453
1566432000,1640080
1566435600,1519799
1566439200,1442087
1566442800,1323553
1566446400,1268266
1566450000,1361063
1566453600,1435168
1566457200,1503674
1566460800,1485776
1566464400,1486422
1566468000,1566686
1566471600,1592281
1566475200,1649108
1566478800,1712446
1566482400,1743959
1566486000,1689537
1566489600,1653948
1566493200,1688760
1566496800,1756895
1566500400,1796449
1566504000,1761873
1566507600,1687461
1566511200,1432321
1566514800,1346541
1566518400,1336508
1566522000,1333071
1566525600,1293410
1566529200,1286366
1566532800,1274505
1566536400,1347733
1566540000,1358342
1566543600,1475082
1566547200,1464201
1566550800,1516622
1566554400,1711627
1566558000,1630172
1566561600,1661105
1566565200,1690048
1566568800,1673800
1566572400,1668397
1566576000,1677327
1566579600,1665302
1566583200,1672490
1566586800,1690948
1566590400,1674148
1566594000,1574169
1566597600,1378940
1566601200,1298267
1566604800,1299155
1566608400,1269426
1566612000,1299356
1566615600,1245684
1566619200,1250634
1566622800,1268589
1566626400,1376984
1566630000,1418173
1566633600,1543704
1566637200,1483999
1566640800,1485103
1566644400,1524575
1566648000,1572969
1566651600,1607162
1566655200,1636269
1566658800,1567736
1566662400,1534776
1566666000,1507752
1566669600,1532587
1566673200,1617945
1566676800,1612819
1566680400,1519060
1566684000,1306458
1566687600,1187283
1566691200,1178521
1566694800,1191387
1566698400,1108689
1566702000,1101165
1566705600,1101029
1566709200,1208578
1566712800,1264215
1566716400,1334351
1566720000,1398142
1566723600,1420172
1566727200,1533244
1566730800,1537179
1566734400,1546670
1566738000,1583873
1566741600,1588776
1566745200,1583382
1566748800,1561780
1566752400,1543666
1566756000,1566583
1566759600,1605554
1566763200,1587689
1566766800,1382807
1566770400,1271304
1566774000,1122140
1566777600,1159462
1566781200,1204259
1566784800,1287519
1566788400,1313872
1566792000,1230833
1566795600,1279967
1566799200,1363238
1566802800,1476694
1566806400,1425572
1566810000,1515548
1566813600,1575595
1566817200,1513545
1566820800,1590792
1566824400,1644530
1566828000,1603718
1566831600,1550506
1566835200,1559309
1566838800,1522742
1566842400,1604311
1566846000,1623007
1566849600,1591865
1566853200,1445709
1566856800,1300525
1566860400,1206549
1566864000,1267263
1566867600,1323402
1566871200,1243018
1566874800,1267865
1566878400,1314637
1566882000,1340167
1566885600,1441239
1566889200,1549027
1566892800,1533137
1566896400,1579822
1566900000,1495504
1566903600,1537549
1566907200,1608881
1566910800,1654466
1566914400,1613145
1566918000,1598881
1566921600,1575198
1566925200,1542166
1566928800,1625883
1566932400,1667461
1566936000,1676559
1566939600,1633939
1566943200,1332032
1566946800,1167290
1566950400,1184497
1566954000,1179025
1566957600,1172166
1566961200,1174212
1566964800,1154429
1566968400,1216832
1566972000,1307750
1566975600,1392533
1566979200,1471470
1566982800,1543057
1566986400,1540233
1566990000,1521653
1566993600,1610891
1566997200,1582385
1567000800,1572797
1567004400,1570303
1567008000,1537906
1567011600,1498979
1567015200,1495939
1567018800,1571647
1567022400,1578244
1567026000,1423188
1567029600,1242725
1567033200,1086116
1567036800,1095645
1567040400,1110657
1567044000,1107003
1567047600,1095684
1567051200,1116981
1567054800,1202042
1567058400,1328996
1567062000,1353143
1567065600,1397671
1567069200,1411193
1567072800,1491030
1567076400,1519047
1567080000,1550684
1567083600,1614155
1567087200,1699473
1567090800,1608879
1567094400,1625805
1567098000,1618135
1567101600,1605192
1567105200,1672424
1567108800,1651730
1567112400,1536138
1567116000,1402566
1567119600,1296303
1567123200,1238867
1567126800,1247694
1567130400,1208768
1567134000,1201895
1567137600,1190867
1567141200,1187466
1567144800,1276673
1567148400,1303934
1567152000,1234433
1567155600,1248086
1567159200,1292367
1567162800,1390888
1567166400,1408694
1567170000,1428635
1567173600,1460482
1567177200,1420119
1567180800,1448510
1567184400,1401545
1567188000,1412627
1567191600,1515746
1567195200,1479223
1567198800,1371201
1567202400,1219466
1567206000,1172927
1567209600,1174575
1567213200,1173523
1567216800,1179965
1567220400,1202779
1567224000,1216399
1567227600,1243327
1567231200,1310383
1567234800,1385277
1567238400,1421395
1567242000,1429870
1567245600,1458745
1567249200,1414369
1567252800,1456410
1567256400,1457923
1567260000,1490016
1567263600,1556456
1567267200,1520948
1567270800,1525982
1567274400,1508005
1567278000,1582685
1567281600,1574851
1567285200,1491960
1567288800,1359190
1567292400,1295546
1567296000,1382736
1567299600,1294166
1567303200,1300615
1567306800,1281211
1567310400,1307350
1567314000,1252049
1567317600,1335090
1567321200,1396163
1567324800,1407292
1567328400,1431690
1567332000,1435925
1567335600,1486106
1567339200,1528327
1567342800,1534675
1567346400,1617313
1567350000,1590278
1567353600,1511196
1567357200,1538059
1567360800,1546252
1567364400,1555594
1567368000,1520548
1567371600,1474053
1567375200,1267227
1567378800,1179360
1567382400,1160243
1567386000,1173281
1567389600,1127684
1567393200,1123792
1567396800,1153440
1567400400,1287036
1567404000,1376296
1567407600,1443101
1567411200,1411374
1567414800,1430348
1567418400,1417954
1567422000,1520481
1567425600,1578875
1567429200,1604468
1567432800,1612363
1567436400,1648709
1567440000,1678006
1567443600,1624233
1567447200,1645311
1567450800,1721255
1567454400,1684104
1567458000,1556424
1567461600,1467386
1567465200,1376755
1567468800,1379078
1567472400,1386454
1567476000,1377859
1567479600,1308225
1567483200,1299323
1567486800,1327127
1567490400,1440351
1567494000,1511901
1567497600,1507954
1567501200,1452861
1567504800,1472817
1567508400,1515342
1567512000,1601813
1567515600,1606870
1567519200,1525095
1567522800,1572565
1567526400,1646388
1567530000,1684006
1567533600,1688367
1567537200,1731212
1567540800,1674608
1567544400,1541219
1567548000,1388072
1567551600,1321048
1567555200,1360353
1567558800,1254855
1567562400,1306203
1567566000,1249715
1567569600,1250537
1567573200,1309911
1567576800,1403573
1567580400,1423535
1567584000,1461875
1567587600,1484104
1567591200,1519036
1567594800,1612422
1567598400,1677982
1567602000,1738388
1567605600,1715128
1567609200,1679409
1567612800,1627546
1567616400,1625143
1567620000,1684897
1567623600,1761454
1567627200,1690638
1567630800,1562521
1567634400,1349445
1567638000,1261044
1567641600,1221699
1567645200,1170595
1567648800,1131294
1567652400,1136837
1567656000,1128365
1567659600,1188253
1567663200,1271183
1567666800,1370729
1567670400,1364585
1567674000,1387300
1567677600,1433515
1567681200,1482996
1567684800,1517814
1567688400,1543325
1567692000,1545266
1567695600,1563026
1567699200,1554533
1567702800,1520113
1567706400,1533270
1567710000,1575255
1567713600,1577614
1567717200,1431150
1567720800,1275002
1567724400,1206731
1567728000,1222646
1567731600,1180323
1567735200,1163220
1567738800,1168923
1567742400,1167781
1567746000,1196959
1567749600,1323739
1567753200,1383253
1567756800,1440932
1567760400,1422481
1567764000,1431262
1567767600,1445121
1567771200,1482248
1567774800,1576104
1567778400,1636494
1567782000,1616734
1567785600,1591610
1567789200,1401229
1567792800,880649
1567796400,1210353
1567800000,724749
1567803600,1010847
1567807200,927891
1567810800,1034769
1567814400,956657
1567818000,771421
1567821600,853735
1567825200,1195555
1567828800,1225399
1567832400,1237797
1567836000,1278849
1567839600,1383395
1567843200,1468816
1567846800,1416130
1567850400,1414318
1567854000,1442224
1567857600,1542476
1567861200,1580383
1567864800,1610847
1567868400,1650172
1567872000,1657884
1567875600,1635036
1567879200,1625790
1567882800,1640080
1567886400,1625056
1567890000,1505581
1567893600,1327873
1567897200,1187144
1567900800,1117937
1567904400,1054606
1567908000,1057755
1567911600,1014274
1567915200,1069399
1567918800,1117444
1567922400,1190692
1567926000,1278788
1567929600,1325004
