1,11266
1,4486
1,761
1,584
1,500
1,181
1,174
1,112
1,45
1,38
1,33
1,28
1,26
2,21
1,20
1,17
2,14
1,13
1,11
2,10
6,9
3,8
9,7
10,6
13,5
25,4
95,3
448,2
4896,1
