1,11762
1,3027
1,886
1,631
1,224
1,222
1,155
1,112
1,105
1,79
1,44
1,42
1,35
1,34
1,30
1,23
1,19
2,17
3,14
3,12
3,11
6,10
5,9
7,8
11,7
18,6
22,5
39,4
120,3
504,2
5985,1
